transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1355,92,1864,28-02-2017,,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
1356,4,3251,27-03-2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
1357,35,853,23-05-2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
1358,6,636,13-10-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
1359,35,935,27-03-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052
1360,3,3289,17-08-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40670
1361,88,613,18-10-2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
1362,32,1395,27-01-2017,,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,38482
1363,38,2347,15-05-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
1364,36,1771,8/8/17,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,35052
1365,73,1698,21-09-2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922
1366,65,1793,20-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40487
1367,13,1403,19-07-2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
1368,5,520,6/12/17,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
1369,60,2618,17-12-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
1370,52,347,18-01-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35455
1371,100,3352,23-11-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
1372,17,3254,19-04-2017,,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
1373,72,566,4/1/17,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34143
1374,33,616,29-09-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526
1375,63,2812,4/10/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33455
1376,23,2924,16-07-2017,FALSE,Cancelled,Norco Bicycles,Mountain,low,small,688.63,612.88,33552
1377,9,1499,6/7/17,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560
1378,58,137,25-03-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
1379,13,3128,9/3/17,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,38750
1380,76,957,2/6/17,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,42226
1381,61,114,21-10-2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
1382,96,1393,29-12-2017,,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
1383,2,2755,25-10-2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,41167
1384,57,1389,21-02-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
1385,73,1130,29-05-2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
1386,76,564,5/1/17,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
1387,80,1814,27-06-2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
1388,57,2992,10/11/17,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42145
1389,94,486,15-02-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,34556
1390,49,3474,15-08-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707
1391,28,3084,3/2/17,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888
1392,70,1541,21-10-2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193
1393,65,2939,12/3/17,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38647
1394,14,145,15-05-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
1395,42,681,17-01-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,37668
1396,31,3252,26-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145
1397,86,2603,20-04-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
1398,15,2985,28-07-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35378
1399,40,3109,14-07-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672
1400,19,3244,9/12/17,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
1401,99,2965,20-09-2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
1402,91,3220,11/10/17,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
1403,0,2891,1/1/17,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
1404,62,17,14-03-2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,298.72,33879
1405,3,16,17-08-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37220
1406,50,2459,13-05-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
1407,7,1404,1/11/17,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,37838
1408,85,1001,7/2/17,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
1409,48,2205,4/5/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
1410,93,2969,15-07-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,34556
1411,79,1183,30-07-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298
1412,57,3240,5/9/17,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42172
1413,79,2446,20-10-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1414,32,993,12/9/17,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
1415,46,1528,25-04-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
1416,57,2088,26-05-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143
1417,8,1311,16-02-2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,38693
1418,22,36,8/4/17,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
1419,83,421,23-02-2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,36367
1420,0,988,9/9/17,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
1421,9,2651,29-03-2017,TRUE,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,41701
1422,3,2469,15-04-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659
1423,78,2982,2/9/17,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429
1424,7,770,2/8/17,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052
1425,79,1813,12/12/17,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1426,92,1252,9/7/17,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145
1427,82,1642,7/10/17,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145
1428,53,1082,8/7/17,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
1429,93,2667,9/9/17,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,41434
1430,41,470,24-01-2017,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,35560
1431,34,997,15-02-2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,36361
1432,35,2036,20-09-2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
1433,65,3315,19-07-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879
1434,79,2312,29-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298
1435,21,1681,8/12/17,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
1436,30,2938,12/6/17,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,42105
1437,53,1992,27-02-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915
1438,38,2969,19-12-2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
1439,48,2858,21-08-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688
1440,26,2574,24-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
1441,43,1370,21-10-2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
1442,5,110,19-01-2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
1443,4,3273,3/2/17,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698
1444,83,901,9/10/17,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,36367
1445,32,1244,14-11-2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
1446,54,249,19-06-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
1447,1,1783,10/11/17,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
1448,10,736,19-12-2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
1449,1,173,3/1/17,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667
1450,49,2611,1/7/17,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
1451,44,2351,5/11/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668
1452,96,422,3/7/17,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
1453,89,1612,24-10-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
1454,1,2608,13-12-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573
1455,36,1761,3/9/17,FALSE,Approved,Solex,Standard,low,medium,945.04,507.58,35560
1456,65,1957,1/5/17,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
1457,9,792,28-01-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888
1458,1,3208,14-05-2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
1459,42,874,14-05-2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,34071
1460,7,163,6/7/17,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052
1461,72,3468,26-03-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
1462,33,3101,6/10/17,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526
1463,21,1957,5/8/17,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
1464,75,1477,14-10-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41922
1465,7,1659,20-05-2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40618
1466,69,1700,24-08-2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42226
1467,89,1894,27-08-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38750
1468,1,257,16-09-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
1469,93,325,13-05-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458
1470,55,1104,19-12-2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
1471,0,1647,18-05-2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35470
1472,27,2715,27-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
1473,20,1016,20-02-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40670
1474,41,1611,5/10/17,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160
1475,12,2629,17-06-2017,TRUE,Cancelled,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
1476,31,1939,13-06-2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
1477,13,1699,3/9/17,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,38693
1478,30,2954,14-12-2017,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,33552
1479,57,1554,6/9/17,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586
1480,25,2711,28-10-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
1481,31,2461,23-04-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
1482,57,2999,16-01-2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779
1483,99,2702,11/12/17,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364
1484,36,1591,12/6/17,FALSE,Approved,Solex,Standard,low,medium,945.04,507.58,38750
1485,63,1461,12/12/17,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,42105
1486,69,85,18-01-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
1487,24,604,13-05-2017,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,40670
1488,1,695,19-06-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
1489,83,1601,15-08-2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
1490,53,251,5/11/17,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,40779
1491,79,1081,18-12-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1492,0,1623,28-12-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
1493,64,244,19-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
1494,67,3219,26-04-2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
1495,86,3330,3/8/17,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36833
1496,93,2755,2/12/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37874
1497,51,2346,8/4/17,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,34071
1498,53,2358,27-12-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880
1499,45,1942,27-07-2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
1500,12,3371,18-08-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
1501,52,2457,15-01-2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,42696
1502,71,1063,24-04-2017,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,40553
1503,34,2167,7/4/17,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
1504,84,2382,10/5/17,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,37626
1505,97,337,18-01-2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560
1506,77,3438,12/3/17,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,36833
1507,3,2985,26-05-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
1508,82,3290,11/8/17,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334
1509,79,2065,30-04-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42226
1510,34,345,29-04-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,35378
1511,34,1205,16-01-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
1512,48,461,8/10/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41009
1513,7,1326,24-01-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,40649
1514,34,1171,23-08-2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,41009
1515,38,3228,28-04-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
1516,56,1140,10/12/17,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
1517,49,339,2/11/17,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707
1518,39,2550,3/12/17,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,34071
1519,89,1028,10/7/17,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40618
1520,0,453,5/6/17,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
1521,0,2114,8/7/17,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
1522,36,1559,28-04-2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
1523,90,2933,26-09-2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37874
1524,31,2151,5/5/17,,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
1525,62,909,12/4/17,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,34244
1526,75,286,28-07-2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429
1527,54,559,24-12-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40410
1528,87,3017,15-04-2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
1529,59,1477,18-03-2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,40779
1530,68,1210,13-12-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
1531,55,3340,8/9/17,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
1532,28,3204,17-11-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,40303
1533,87,3319,26-06-2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
1534,35,3004,30-04-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618
1535,35,1458,26-02-2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
1536,0,1290,16-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38002
1537,4,940,29-08-2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
1538,51,93,12/10/17,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,40672
1539,2,109,2/10/17,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
1540,67,229,18-10-2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
1541,58,977,19-11-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
1542,72,2797,16-10-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193
1543,80,626,18-01-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
1544,79,2355,12/5/17,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667
1545,23,578,12/3/17,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482
1546,70,1134,1/5/17,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
1547,64,935,10/5/17,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,35455
1548,75,2375,15-03-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
1549,0,240,14-09-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
1550,8,1208,14-10-2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
1551,19,124,17-04-2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
1552,30,1328,14-12-2017,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,40618
1553,62,842,23-10-2017,,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
1554,54,787,24-01-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,37823
1555,43,748,14-11-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1556,73,2776,30-10-2017,,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
1557,10,1213,24-01-2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
1558,83,787,18-06-2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,38339
1559,53,2747,6/10/17,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
1560,28,182,12/3/17,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888
1561,46,1545,28-12-2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,37220
1562,94,1619,7/9/17,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,37539
1563,0,64,20-04-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
1564,74,3153,25-08-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
1565,46,1449,13-09-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
1566,23,2906,1/10/17,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334
1567,100,282,22-10-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303
1568,0,3081,17-03-2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888
1569,3,2901,10/5/17,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
1570,93,1129,11/4/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539
1571,12,3199,30-06-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,40303
1572,86,1807,9/6/17,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35560
1573,0,2027,29-09-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
1574,35,1725,6/8/17,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
1575,0,2347,29-07-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
1576,0,2420,5/5/17,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,35560
1577,93,2231,14-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
1578,27,3075,27-02-2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37337
1579,92,1026,26-05-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
1580,77,2598,2/2/17,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
1581,11,204,10/7/17,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
1582,59,2058,1/9/17,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
1583,55,545,16-05-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34586
1584,0,656,20-10-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
1585,40,596,6/10/17,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
1586,18,133,4/1/17,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,34244
1587,68,1778,16-01-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42710
1588,36,2149,23-11-2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
1589,37,2434,9/11/17,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
1590,19,1316,11/4/17,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258
1591,22,2251,7/6/17,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
1592,77,770,11/11/17,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
1593,44,534,6/4/17,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
1594,98,2923,23-03-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,34556
1595,4,3270,18-01-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784
1596,62,2604,5/10/17,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,42145
1597,50,2948,5/5/17,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009
1598,88,1935,15-01-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
1599,53,3055,20-05-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647
1600,79,3228,20-11-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1601,69,1178,30-07-2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
1602,48,1974,2/8/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37220
1603,11,3321,25-09-2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115
1604,47,2944,23-02-2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
1605,64,134,6/9/17,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879
1606,40,1847,8/8/17,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
1607,61,349,30-01-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
1608,88,1884,5/1/17,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482
1609,87,1241,18-09-2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,34079
1610,85,2260,13-12-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
1611,48,837,6/6/17,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064
1612,82,3433,14-03-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
1613,58,3461,7/1/17,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42172
1614,29,635,25-07-2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031
1615,69,3447,16-01-2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
1616,3,3040,19-01-2017,TRUE,Cancelled,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823
1617,88,1390,31-01-2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
1618,66,2871,29-05-2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,40303
1619,17,2024,18-04-2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,41345
1620,34,1642,1/3/17,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,34527
1621,14,1302,15-05-2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303
1622,0,736,7/9/17,,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
1623,81,2782,14-02-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
