"X","Y","Unique Squirrel ID","Hectare","Shift","Date","Hectare Squirrel Number","Age","Primary Fur Color","Highlight Fur Color","Combination of Primary and Highlight Color","Color notes","Location","Above Ground Sighter Measurement","Specific Location","Running","Chasing","Climbing","Eating","Foraging","Other Activities","Kuks","Quaas","Moans","Tail flags","Tail twitches","Approaches","Indifferent","Runs from","Other Interactions","Lat/Long"
"-73.97663549672","40.77345751663","8B-AM-1007-09","08B","AM","10072018","9","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","true","false","shelling and eating a nut then a dog chased it up a tree & squirrel carried its nut up the tree,settled in a branch & resumed eating","false","false","false","false","false","false","true","false",,"POINT (-73.9766354967197 40.7734575166319)"
"-73.97876584352","40.76894197654","3B-PM-1007-07","03B","PM","10072018","7","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","false","eating loudly <- peanuts w/ shells","false","false","false","false","false","false","true","false",,"POINT (-73.9787658435198 40.7689419765393)"
"-73.96337601736","40.78184223576","22G-PM-1018-03","22G","PM","10182018","3","Juvenile","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false","chilling","false","false","false","false","false","false","true","false","observed","POINT (-73.96337601736352 40.7818422357619)"
"-73.95308096505","40.79591763177","40G-PM-1013-02","40G","PM","10132018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","true","false","hiding from dog","false","false","false","false","false","false","false","true","runs from (dog)","POINT (-73.9530809650496 40.79591763177051)"
"-73.95840249364","40.78514917019","27I-PM-1020-01","27I","PM","10202018","1","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","true","runs from (us)","POINT (-73.9584024936392 40.7851491701944)"
"-73.96693664011","40.7836023898","22C-PM-1006-09","22C","PM","10062018","9","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","true","false","false","false","false","false","false",,"POINT (-73.96693664010711 40.7836023897982)"
"-73.9785675798","40.76729924053","1C-PM-1013-05","01C","PM","10132018","5","Adult","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9785675798034 40.7672992405289)"
"-73.96989341826","40.77082116339","8H-PM-1014-03","08H","PM","10142018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9698934182612 40.7708211633861)"
"-73.97218998386","40.77615190457","13C-AM-1010-03","13C","AM","10102018","3","Adult","Gray",,"Gray+",,"Above Ground","20",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9721899838568 40.7761519045651)"
"-73.95701318904","40.79917867361","41B-PM-1014-05","41B","PM","10142018","5","Adult","Gray",,"Gray+",,"Above Ground","25",,"false","false","true","false","false",,"true","false","false","false","false","false","true","true",,"POINT (-73.9570131890379 40.7991786736124)"
"-73.97027885784","40.76944849973","7I-PM-1013-05","07I","PM","10132018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE","Rock","false","false","false","true","false",,"false","false","false","true","false","false","false","false",,"POINT (-73.9702788578386 40.7694484997295)"
"-73.96398880923","40.79144939591","31A-AM-1010-01","31A","AM","10102018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9639888092327 40.791449395909005)"
"-73.95736048804","40.7930844158","35E-PM-1006-03","35E","PM","10062018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9573604880421 40.7930844158021)"
"-73.97773287099","40.76690877247","1D-AM-1006-02","01D","AM","10062018","2","Juvenile","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","true","false","false","false",,"POINT (-73.9777328709928 40.7669087724668)"
"-73.96718516112","40.77508786576","14H-PM-1012-01","14H","PM","10122018","1","Adult","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White",,"Ground Plane","FALSE",,"true","false","false","true","false",,"false","false","false","false","false","true","false","false","approaches (came very close to me)","POINT (-73.9671851611243 40.7750878657618)"
"-73.96646300678","40.77563615158","14H-AM-1007-04","14H","AM","10072018","4","Juvenile","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","true","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9664630067791 40.7756361515825)"
"-73.96946304091","40.76973765965","8I-PM-1013-01","08I","PM","10132018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9694630409125 40.769737659647)"
"-73.97567542977","40.77385188434","9B-PM-1013-02","09B","PM","10132018","2","Juvenile","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9756754297747 40.7738518843446)"
"-73.97565570864","40.77329628982","8B-PM-1012-08","08B","PM","10122018","8","Adult","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9756557086441 40.773296289824)"
"-73.97044852319","40.77172905608","9G-AM-1007-02","09G","AM","10072018","2","Adult","Gray",,"Gray+",,"Above Ground","25",,"false","false","true","false","false",,"false","false","false","false","false","false","false","true","kids were trying to poke it with a stick","POINT (-73.9704485231855 40.7717290560806)"
"-73.97419443671","40.77698899536","13B-PM-1008-01","13B","PM","10082018","1","Adult","Gray","White","Gray+White",,"Above Ground","2","on railing","true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9741944367138 40.7769889953596)"
"-73.95893677092","40.78964653035","31F-PM-1007-04","31F","PM","10072018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","true","false","false","false","true",,"POINT (-73.9589367709165 40.7896465303483)"
"-73.96362827608","40.78079945952","21G-AM-1014-02","21G","AM","10142018","2","Adult","Gray","White","Gray+White",,"Above Ground","3","fence","false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.96362827608 40.7807994595242)"
"-73.97101168014","40.7723689302","10G-PM-1017-08","10G","PM","10172018","8","Adult","Black","Cinnamon","Black+Cinnamon",,"Above Ground","10",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9710116801402 40.7723689301989)"
"-73.97574360194","40.77460643632","10B-PM-1014-01","10B","PM","10142018","1","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE","on lawn in front of a tree","false","false","false","false","true",,"false","false","false","false","true","false","false","false","stay on ground but went to other side of tree to hide from a dog","POINT (-73.9757436019432 40.7746064363227)"
"-73.97577871359","40.77372314273","9B-PM-1013-03","09B","PM","10132018","3","Juvenile","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9757787135906 40.7737231427345)"
"-73.95584747012","40.79133355155","34H-AM-1007-01","34H","AM","10072018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","40","tree","false","false","false","false","false",,"true","true","false","false","false","false","false","false",,"POINT (-73.9558474701153 40.7913335515534)"
"-73.96766397405","40.77453696165","13H-PM-1010-07","13H","PM","10102018","7","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9676639740486 40.7745369616499)"
"-73.97029630569","40.76979287308","7H-AM-1006-11","07H","AM","10062018","11","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","true","false","false",,"POINT (-73.9702963056917 40.7697928730791)"
"-73.9734695768","40.77162974914","8E-PM-1008-05","08E","PM","10082018","5","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE","5, 6, 7 all at same tree trunk base","false","false","false","true","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9734695768004 40.7716297491384)"
"-73.9793952066","40.77078376579","4A-PM-1007-03","04A","PM","10072018","3","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE","by rock","false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9793952066038 40.77078376578591)"
"-73.95257475169","40.79772574353","42F-PM-1017-02","42F","PM","10172018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false","playing","false","false","false","false","false","false","true","false",,"POINT (-73.95257475169142 40.7977257435263)"
"-73.95897702067","40.79124054217","33E-AM-1014-05","33E","AM","10142018","5","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9589770206691 40.791240542172)"
"-73.9642717436","40.78208704969","22F-AM-1007-05","22F","AM","10072018","5","Adult","Gray","White","Gray+White",,"Above Ground","10","tree","false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9642717435966 40.782087049693)"
"-73.97429734204","40.76918016443","5F-AM-1007-04","05F","AM","10072018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground",,"rocks","false","false","false","true","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9742973420446 40.7691801644292)"
"-73.95024662891","40.79592287799","41I-AM-1018-02","41I","AM","10182018","2","Juvenile","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","false","false","runs off","POINT (-73.9502466289084 40.7959228779883)"
"-73.97208872755","40.7760799538","13D-PM-1018-08","13D","PM","10182018","8","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.","Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9720887275538 40.7760799537976)"
"-73.96414623605","40.77783160055","18I-PM-1007-09","18I","PM","10072018","9","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","20",,"false","false","true","false","false","canoodling w/ 8","false","false","false","false","false","false","true","false",,"POINT (-73.9641462360541 40.7778316005464)"
"-73.97140573272","40.77203751353","9F-PM-1014-04","09F","PM","10142018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9714057327159 40.7720375135272)"
"-73.96787743147","40.77385351713","12H-PM-1007-04","12H","PM","10072018","4",,"Gray","Cinnamon","Gray+Cinnamon",,,,,"false","false","false","true","false","mushroom","false","false","false","false","false","false","true","false",,"POINT (-73.9678774314725 40.7738535171265)"
"-73.97259060165","40.77138897297","8F-PM-1012-05","08F","PM","10122018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","true","false","false","false",,"POINT (-73.9725906016474 40.7713889729739)"
"-73.97069293413","40.77604738724","13E-PM-1008-06","13E","PM","10082018","6","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9706929341294 40.77604738723951)"
"-73.9701335163","40.77220510114","10G-AM-1006-10","10G","AM","10062018","10","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","true","false","false","false",,"false","true","false","false","false","false","false","false",,"POINT (-73.9701335162984 40.7722051011357)"
"-73.96442931958","40.78138291721","21F-AM-1018-02","21F","AM","10182018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","true","false","true","false",,"POINT (-73.9644293195773 40.7813829172072)"
"-73.97531406404","40.77340378051","9C-AM-1006-02","09C","AM","10062018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9753140640445 40.7734037805101)"
"-73.96030033003","40.79534758719","36B-AM-1013-03","36B","AM","10132018","3",,"Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.960300330029 40.7953475871869)"
"-73.95951403487","40.78991178642","31E-PM-1006-02","31E","PM","10062018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE","under bushes","false","false","false","true","true",,"false","true","false","false","false","false","true","false",,"POINT (-73.959514034869 40.789911786416)"
"-73.97527931957","40.77339601289","9C-AM-1006-03","09C","AM","10062018","3","Adult","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9752793195744 40.7733960128931)"
"-73.95478780253","40.78991518735","33I-PM-1006-05","33I","PM","10062018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9547878025303 40.7899151873467)"
"-73.96584828383","40.77972430331","19F-PM-1017-01","19F","PM","10172018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.965848283831 40.7797243033057)"
"-73.9735750353","40.76945003338","6F-PM-1008-06","06F","PM","10082018","6","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White","White patches. Almost looks like fox squirrel",,,,"false","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9735750352959 40.7694500333777)"
"-73.96245469176","40.78882349598","29D-AM-1014-04","29D","AM","10142018","4","Juvenile","Gray",,"Gray+",,"Ground Plane","FALSE","Rock a","false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9624546917649 40.78882349597921)"
"-73.9549135207","40.79852589723","42D-PM-1013-03","42D","PM","10132018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","25","in tree","false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9549135206961 40.798525897229)"
"-73.96481954332","40.77963999559","19G-PM-1017-03","19G","PM","10172018","3","Adult","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE",,"false","false","true","true","false","staring","false","false","false","false","true","false","false","false",,"POINT (-73.9648195433192 40.7796399955868)"
"-73.96617859405","40.77425699362","13I-PM-1008-01","13I","PM","10082018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","5","climbed tree","true","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9661785940531 40.7742569936186)"
"-73.95921030643","40.79043906916","32E-PM-1017-10","32E","PM","10172018","10","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9592103064327 40.7904390691553)"
"-73.96644503991","40.78878449047","27A-AM-1008-02","27A","AM","10082018","2","Adult","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9664450399121 40.7887844904695)"
"-73.96830410993","40.78626523001","24A-AM-1014-01","24A","AM","10142018","1","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false","freezes","POINT (-73.9683041099256 40.7862652300082)"
"-73.97030871607","40.77639856673","14E-AM-1008-20","14E","AM","10082018","20","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true","walking","false","false","false","false","false","false","true","false",,"POINT (-73.970308716071 40.7763985667344)"
"-73.95797241199","40.79487099","37D-AM-1018-01","37D","AM","10182018","1","Juvenile","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9579724119943 40.7948709900016)"
"-73.97806596796","40.76723822828","1D-PM-1007-06","01D","PM","10072018","6","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9780659679557 40.7672382282781)"
"-73.97172013788","40.77612028088","13D-PM-1018-02","13D","PM","10182018","2","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9717201378775 40.776120280884)"
"-73.95812430217","40.79443147339","36D-AM-1007-01","36D","AM","10072018","1","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","true","false","true",,"false","false","false","false","false","false","false","true","avoiding a dog","POINT (-73.95812430217221 40.794431473386)"
"-73.97072153949","40.77275081491","10G-AM-1006-05","10G","AM","10062018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","true","false","false","false","chasing (#6)","true","false","false","false","false","false","false","false",,"POINT (-73.9707215394887 40.7727508149058)"
"-73.97027212447","40.77010117742","7H-AM-1006-15","07H","AM","10062018","15","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9702721244652 40.7701011774207)"
"-73.95701300172","40.79960274286","42B-AM-1014-02","42B","AM","10142018","2","Adult","Black",,"Black+",,"Ground Plane","FALSE",,"false","false","false","false","true","digging","false","false","false","false","false","false","true","false",,"POINT (-73.9570130017159 40.7996027428625)"
"-73.95406523047","40.79552261782","39G-PM-1013-05","39G","PM","10132018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","true","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9540652304705 40.7955226178199)"
"-73.96978555731","40.77421863919","12F-PM-1007-05","12F","PM","10072018","5","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9697855573137 40.7742186391935)"
"-73.96909681608","40.76992326944","8I-AM-1006-08","08I","AM","10062018","8","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","6","tree","false","false","false","false","false",,"true","true","false","false","false","false","false","false","not backing down","POINT (-73.9690968160819 40.769923269444)"
"-73.97014812003","40.7751110354","12F-AM-1020-06","12F","AM","10202018","6","Adult","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9701481200298 40.7751110354034)"
"-73.95448281419","40.7987031768","42D-PM-1013-01","42D","PM","10132018","1","Adult","Gray","Cinnamon","Gray+Cinnamon","Drawing included.","Ground Plane","FALSE",,"false","false","false","false","true","watching passers-by","false","false","false","false","false","true","true","false",,"POINT (-73.954482814186 40.7987031768001)"
"-73.95694033658","40.79565996088","38D-PM-1006-01","38D","PM","10062018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false","didn't see me or others","POINT (-73.9569403365847 40.7956599608798)"
"-73.96412932837","40.7907654006","30B-AM-1007-03","30B","AM","10072018","3","Adult","Gray",,"Gray+",,"Above Ground","30",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9641293283734 40.7907654006019)"
"-73.97143033157","40.77459349477","11E-AM-1013-04","11E","AM","10132018","4","Adult","Black",,"Black+",,"Ground Plane","FALSE",,"false","false","false","false","true","burying","false","false","false","false","false","false","true","false",,"POINT (-73.9714303315699 40.7745934947706)"
"-73.97217978246","40.78012138436","16A-PM-1019-07","16A","PM","10192018","7","Juvenile","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","true","false","false","approaches (very friendly)","POINT (-73.9721797824576 40.7801213843628)"
"-73.97899520296","40.76977583331","4B-AM-1010-03","04B","AM","10102018","3","Juvenile","Gray","White","Gray+White",,"Above Ground","25",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9789952029637 40.7697758333099)"
"-73.96665265548","40.77561117184","14H-AM-1007-02","14H","AM","10072018","2","Juvenile","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","false","sitting","false","false","false","false","false","false","true","false",,"POINT (-73.9666526554772 40.77561117183551)"
"-73.96774231547","40.77288133502","11I-AM-1012-02","11I","AM","10122018","2","Adult","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9677423154682 40.77288133502451)"
"-73.9712133857","40.76987209434","7H-AM-1006-04","07H","AM","10062018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.97121338569602 40.769872094337)"
"-73.96665210943","40.78427535176","23C-PM-1014-02","23C","PM","10142018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","in bushes, then ran across path","true","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9666521094255 40.7842753517648)"
"-73.96157511486","40.79545512381","36A-AM-1018-01","36A","AM","10182018","1","Juvenile","Gray","White","Gray+White",,"Above Ground","15",,"false","false","false","true","false","eating (red berries)","false","false","false","false","false","false","true","false",,"POINT (-73.9615751148595 40.7954551238146)"
"-73.97780296909","40.76763210607","2D-AM-1007-06","02D","AM","10072018","6","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.97780296909002 40.767632106066905)"
"-73.9784264725","40.77190410184","6A-PM-1012-04","06A","PM","10122018","4","Adult","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.978426472499 40.771904101844)"
"-73.96884708313","40.78446519464","22A-AM-1008-03","22A","AM","10082018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9688470831269 40.7844651946415)"
"-73.97030108562","40.77019835755","8H-PM-1014-06","08H","PM","10142018","6","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9703010856224 40.7701983575511)"
"-73.97768547979","40.76831022957","3D-AM-1006-04","03D","AM","10062018","4","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true","runs from (boy on bike)","POINT (-73.9776854797916 40.7683102295663)"
"-73.95883757451","40.79850039878","40A-PM-1014-06","40A","PM","10142018","6","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.958837574505 40.7985003987784)"
"-73.98010073275","40.76774556339","1B-PM-1019-06","01B","PM","10192018","6","Juvenile","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9801007327506 40.7677455633932)"
"-73.95484307416","40.79820735094","41E-AM-1007-06","41E","AM","10072018","6","Adult","Gray",,"Gray+",,"Above Ground","30","tree","false","false","true","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9548430741605 40.798207350942)"
"-73.9602166877","40.7953811004","36B-AM-1013-04","36B","AM","10132018","4",,"Black",,"Black+",,"Above Ground","20","Moved 20+ feet high above top of tree limb","false","true","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9602166876979 40.7953811003986)"
"-73.96694329296","40.7791365183","18F-AM-1014-01","18F","AM","10142018","1","Adult","Gray","White","Gray+White",,"Above Ground",,"Low tree","false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9669432929573 40.779136518298)"
"-73.9657288055","40.77645800363","16H-PM-1014-04","16H","PM","10142018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9657288055011 40.7764580036287)"
"-73.9568305513","40.79740866313","40C-PM-1006-05","40C","PM","10062018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9568305513017 40.7974086631267)"
"-73.97087984961","40.77615320885","13D-AM-1014-06","13D","AM","10142018","6","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","true","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9708798496132 40.7761532088521)"
"-73.9683312453","40.78016616857","18D-PM-1017-01","18D","PM","10172018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9683312453011 40.7801661685712)"
"-73.95983407836","40.79158570303","33D-PM-1006-02","33D","PM","10062018","2",,"Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","15",,"false","true","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.95983407835722 40.7915857030295)"
"-73.95334760207","40.79330035447","37H-PM-1006-02","37H","PM","10062018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE","tree","true","false","true","false","true",,"true","false","false","false","false","false","false","true","dogs","POINT (-73.9533476020736 40.7933003544685)"
"-73.96773873367","40.7742695912","12H-PM-1007-02","12H","PM","10072018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","10","in tree","false","false","true","true","false","peanuts","false","false","false","false","false","false","true","false",,"POINT (-73.9677387336667 40.7742695912)"
"-73.96496110897","40.78143718348","21F-AM-1018-05","21F","AM","10182018","5","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Above Ground","2",,"false","false","true","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9649611089685 40.7814371834837)"
"-73.97448355631","40.77295214332","9D-AM-1008-01","09D","AM","10082018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","true","false","false","false","true",,"POINT (-73.9744835563086 40.7729521433235)"
"-73.97469187621","40.76552318837","1G-AM-1006-02","01G","AM","10062018","2","Juvenile","Gray","White","Gray+White",,"Above Ground","30",,"false","false","true","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9746918762076 40.7655231883678)"
"-73.97142895924","40.77506707021","12E-PM-1018-04","12E","PM","10182018","4","Adult","Cinnamon",,"Cinnamon+",,"Above Ground","10",,"false","false","true","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9714289592392 40.7750670702093)"
"-73.96385907684","40.7776782115","18I-AM-1017-02","18I","AM","10172018","2","Adult","Gray","Black","Gray+Black",,"Above Ground","15",,"false","false","true","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9638590768396 40.7776782114981)"
"-73.96531426369","40.77600151293","15I-AM-1008-04","15I","AM","10082018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","true","true","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9653142636891 40.7760015129298)"
"-73.95860981702","40.79396537339","35D-AM-1019-01","35D","AM","10192018","1",,,,"+",,"Above Ground",,"on tree, blue jays gathering nearby","false","false","false","false","false",,"true","false","false","false","false","false","false","false",,"POINT (-73.9586098170241 40.7939653733898)"
